"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","test_file_count","test_function_count","llm_test_count","clone_status","contributors","total_commits","commits_per_month"
"datarobot-community/datarobot-agent-templates","https://github.com/datarobot-community/datarobot-agent-templates","https://github.com/datarobot-community/datarobot-agent-templates.git","main","DataRobot Agentic Workflow Templates","crewai, langgraph","17","12","Python","agentic-ai,crewai,datarobot,langgraph,llamaindex,llm","4","4149","2025-05-14T14:40:53Z","2026-03-24T15:24:07Z","2026-03-26T15:23:52Z","Apache-2.0","316","25","236","0","ok","2","44","4.18"
"timothywarner-org/context-engineering","https://github.com/timothywarner-org/context-engineering","https://github.com/timothywarner-org/context-engineering.git","main","🧠 Stop building AI that forgets. Master MCP (Model Context Protocol) with production-ready semantic memory, hybrid RAG, and the WARNERCO Schematica teaching app. FastMCP + LangGraph + Vector/Graph stores. Your AI assistant's long-term memory starts here.","langgraph","17","18","Python","ai-agents,ai-memory,anthropic,azure-ai-search,chromadb,claude,context-engineering,fastapi,fastmcp,hybrid-rag,knowledge-graph,langgraph,llm,mcp,mcp-tools,model-context-protocol,python,rag,semantic-memory,vector-database","3","79098","2025-07-08T17:23:01Z","2026-02-02T23:18:25Z","2026-02-20T18:35:16Z","MIT","227","8","192","0","ok","2","47","6.21"
"pype-ai/agensight","https://github.com/pype-ai/agensight","https://github.com/pype-ai/agensight.git","main","Pype AI's Agensight is an open-source experimentation studio built for conversational AI agents. It is similar to LangGraph but supports any agentic framework (likes of Autogen, LangGraph etc) or modality (voice, image & text). With minimal code changes, Pype AI provides complete observability to help you trace agentic workflows for entire sessions","any-agent, autogen","17","3","Python","","7","50663","2025-05-14T18:14:27Z","2026-03-29T19:13:14Z","2025-06-16T06:22:27Z","MIT","32","5","1","0","ok","5","180","168.75"
"ryujt/CodeSage","https://github.com/ryujt/CodeSage","https://github.com/ryujt/CodeSage.git","main","Code Sage는 OpenAI의 API를 활용하여 프로젝트 코드베이스에 대한 질문에 답변하는 AI 기반 도구입니다.","sage","17","7","Python","","0","706","2024-07-10T07:28:41Z","2026-01-18T04:46:05Z","2026-01-18T04:46:00Z","","556","5","83","0","ok","2","115","6.21"
"dp-web4/SAGE","https://github.com/dp-web4/SAGE","https://github.com/dp-web4/SAGE.git","main","SAGE (situation-aware governance engine) - trust-aware attention orchestrator with metabolic states and hierarchical memory","sage","17","3","Python","ai,autonomous,embodied-ai","1","2997636","2025-08-03T18:54:04Z","2026-04-18T04:11:24Z","2026-04-18T04:11:20Z","AGPL-3.0","257","347","1641","38","ok","10","3626","423.27"
"googleapis/langchain-google-memorystore-redis-python","https://github.com/googleapis/langchain-google-memorystore-redis-python","https://github.com/googleapis/langchain-google-memorystore-redis-python.git","main","","langchain","16","9","Python","","28","350","2024-01-16T20:52:45Z","2026-03-18T14:51:42Z","2026-03-30T16:59:21Z","Apache-2.0","803","4","10","1","ok","14","71","2.65"
"xt765/LangChain-Chinese-Comment","https://github.com/xt765/LangChain-Chinese-Comment","https://github.com/xt765/LangChain-Chinese-Comment.git","master","本项目是一个专为中文开发者打造的 LangChain 框架源码注释与文档库。LangChain 作为业界领先的大语言模型（LLM）应用开发框架，其架构设计精妙、功能丰富，但源码复杂度较高。本项目通过系统性地整理核心模块的中文注释，帮助开发者深入理解 LangChain 的实现原理、设计思想及最佳实践。","langchain","16","5","Python","ai,ai-agent,ai-agents,ai-assistant,china,china-access,chinese,chinese-translation,comments,deepagent,langchain,langchain-python,langgraph","0","15544","2026-02-01T14:46:13Z","2026-04-16T15:25:33Z","2026-03-06T06:32:50Z","MIT","32","528","3711","365","ok","2","11","10.31"
"rafaelpierre/openai-agents-redis","https://github.com/rafaelpierre/openai-agents-redis","https://github.com/rafaelpierre/openai-agents-redis.git","main","Native OpenAI Agents SDK session management implementation using Redis as the persistence layer.","openai-agents","16","4","Python","agents,artificial-intelligence,llama,llama-cpp,multiagent-systems,ollama,openai,openai-agents-sdk,redis","5","91","2025-07-21T16:02:02Z","2026-03-07T13:24:43Z","2026-03-07T13:24:46Z","MIT","228","4","53","0","ok","4","21","2.76"
"NicolaiLassen/orxhestra","https://github.com/NicolaiLassen/orxhestra","https://github.com/NicolaiLassen/orxhestra.git","main","Multi-agent orchestration framework for Python — turn any agent setup into a CLI or server.","any-agent","16","4","Python","a2a,adk,agent-framework,agents,langchain,mcp","1","1294","2026-03-12T08:09:20Z","2026-04-17T22:47:34Z","2026-04-17T23:42:26Z","Apache-2.0","36","40","595","0","ok","3","340","283.33"
"digitalocean/langchain-gradient","https://github.com/digitalocean/langchain-gradient","https://github.com/digitalocean/langchain-gradient.git","main","Langchain Gradient Integration","langchain","15","16","Python","digitalocean,gradientai,langchain","14","118","2025-07-22T12:39:03Z","2026-03-31T09:57:16Z","2025-12-28T04:29:34Z","MIT","158","9","38","0","ok","4","18","3.42"
"langchain-ai/langchain-upstage","https://github.com/langchain-ai/langchain-upstage","https://github.com/langchain-ai/langchain-upstage.git","main","","langchain","15","12","Python","","5","5408","2024-05-31T15:54:19Z","2026-04-14T19:57:45Z","2026-04-15T20:47:32Z","MIT","684","15","87","0","ok","12","109","4.78"
"nabobery/veo3-workflow-agents","https://github.com/nabobery/veo3-workflow-agents","https://github.com/nabobery/veo3-workflow-agents.git","main","A complete AI-powered video generation pipeline that enhances creative prompts and generates high-quality videos using Google's Veo3 API, requiring only a single API key.","langgraph, pydantic-ai","15","4","Python","ai-agents,gemini,generative-ai,langgraph,pydantic-ai,veo3,workflow-automation","1","8490","2025-08-03T05:47:50Z","2026-04-14T06:19:49Z","2025-09-07T12:39:09Z","MIT","35","1","6","0","ok","2","49","42.0"
"iAmGiG/AutoTrader-AgentEdge","https://github.com/iAmGiG/AutoTrader-AgentEdge","https://github.com/iAmGiG/AutoTrader-AgentEdge.git","development","Production multi-agent trading platform with rigorous walk-forward validation. TSMOM momentum (1.097 Sharpe) + GEX regime filtering. Interactive CLI, autonomous trade lifecycle, daily scheduler. Alpaca integration. Built on Microsoft AutoGen. Research-driven approach with statistical validation. Educational - not financial advice.","autogen","15","2","Python","agentedge,ai-agents,algorithmic-trading,autogen-agentchat,autonomous-agents,autotrader,gamma-exposure,human-in-the-loop,machine-learning,multi-agent-system,multi-agent-systems,paper-trading,python,quantitative-trading,research,statistical-validation,technical-analysis,time-series-momentum,trading-bot,walk-forward-validation","34","6597","2025-01-15T02:53:22Z","2026-04-09T18:29:52Z","2026-02-16T04:01:18Z","AGPL-3.0","397","21","473","0","ok","2","671","50.71"
"splunk/docker-swarm-splunk-hf","https://github.com/splunk/docker-swarm-splunk-hf","https://github.com/splunk/docker-swarm-splunk-hf.git","master","Run Splunk heavy forwarders in Docker Swarm for high availability, security, and reduced cost!","swarms","15","10","Python","","11","223","2019-11-18T17:47:00Z","2026-03-02T20:49:00Z","2025-08-19T14:21:18Z","","2100","3","11","0","ok","7","173","2.47"
"KatherLab/MediSwarm","https://github.com/KatherLab/MediSwarm","https://github.com/KatherLab/MediSwarm.git","main","MediSwarm is an open-source project for advancing medical deep learning using swarm intelligence and NVFlare. Developed by the Odelia consortium, it ensures data privacy through federated learning, enabling collaborative, decentralized model training across institutions for improved medical research and applications.","swarms","15","3","Python","","31","5306","2024-05-27T08:29:20Z","2026-04-16T07:18:25Z","2026-04-18T04:52:29Z","MIT","690","17","135","0","ok","7","1885","81.96"
"microsoft/local-email-agent","https://github.com/microsoft/local-email-agent","https://github.com/microsoft/local-email-agent.git","main","Local email agent using Python, Foundry Local, MCP and LangChain","langchain","14","4","Python","","2","556","2025-11-26T12:28:05Z","2026-04-16T15:33:04Z","2026-01-31T03:15:11Z","MIT","65","1","1","0","ok","4","21","9.69"
"dshivendra/crewai_mcp_adapter","https://github.com/dshivendra/crewai_mcp_adapter","https://github.com/dshivendra/crewai_mcp_adapter.git","main","","crewai","14","6","Python","","2","932","2025-02-23T19:34:13Z","2026-03-26T04:40:52Z","2026-03-29T07:50:22Z","MIT","398","3","16","0","ok","5","34","2.56"
"supervaize/supervaizer","https://github.com/supervaize/supervaizer","https://github.com/supervaize/supervaizer.git","main","SUPERVAIZER is a toolkit built for the age of AI interoperability. At its core, it implements Google's Agent-to-Agent (A2A) protocol, enabling seamless discovery and interaction between agents across different systems and platforms.","crewai","14","6","Python","a2a,acp,agentic,agentic-workflow,ai-agents,crewai,langchain,multi-agent,n8n","1","1455","2025-04-21T09:34:05Z","2026-04-16T08:51:56Z","2026-04-16T13:52:18Z","MPL-2.0","360","34","471","0","ok","5","408","34.0"
"Summoner-Network/summoner-core","https://github.com/Summoner-Network/summoner-core","https://github.com/Summoner-Network/summoner-core.git","main","Summoner's core SDK for building and deploying agents","crewai","14","3","Python","agent-based,agentic-ai,agentic-framework,agentic-workflow,agents,crewai,langchain,llm,rust-server,sdk-python","1","34843","2025-04-11T21:50:26Z","2026-03-31T13:24:55Z","2026-04-04T17:21:49Z","Apache-2.0","357","12","85","0","ok","3","288","24.2"
"Privatris/AgentLeak","https://github.com/Privatris/AgentLeak","https://github.com/Privatris/AgentLeak.git","main","AgentLeak: Open benchmark for privacy leakage in LLM agents — 7 channels, multi-agent, multi-framework.","crewai","14","2","Python","agentic-ai,agents,benchmark,crewai,llm,multi-agent,privacy","0","24066","2025-12-24T19:18:23Z","2026-04-17T07:29:27Z","2026-03-08T14:16:08Z","NOASSERTION","73","17","297","0","ok","3","39","16.03"
"root-signals/scorable-mcp","https://github.com/root-signals/scorable-mcp","https://github.com/root-signals/scorable-mcp.git","main","MCP for Scorable Evaluation Platform","pydantic-ai","14","8","Python","agentic-ai,evals,llm-as-a-judge,mcp,model-context-protocol,pydantic-ai","0","299","2025-03-14T19:11:47Z","2026-04-11T12:00:28Z","2025-11-21T10:06:09Z","","251","8","81","0","ok","4","61","7.29"
"liskin/foursquare-swarm-ical","https://github.com/liskin/foursquare-swarm-ical","https://github.com/liskin/foursquare-swarm-ical.git","master","Sync Foursquare Swarm check-ins to local sqlite DB and generate iCalendar","swarms","14","1","Python","foursquare,foursquare-api,foursquare-checkins,hacktoberfest,icalendar,liskin-cookiecutter-python-cli,python,python3","0","132","2020-09-28T23:03:04Z","2026-04-09T16:12:55Z","2026-04-09T16:36:23Z","MIT","2018","2","5","0","ok","2","148","2.2"
"nottelabs/bua","https://github.com/nottelabs/bua","https://github.com/nottelabs/bua.git","main","Browser using agent (bua) notte model on any browser environment","notte","14","3","Python","agent,bua,cua,llm,notte","0","198","2025-04-22T12:58:38Z","2026-03-05T22:41:53Z","2025-07-12T02:46:29Z","MIT","80","1","1","0","ok","14","44","16.5"
"CMU-Robotics-Club/RobOrchestra","https://github.com/CMU-Robotics-Club/RobOrchestra","https://github.com/CMU-Robotics-Club/RobOrchestra.git","master","More Robots than the Swarm. ","swarms","14","15","Python","","0","656798","2013-11-09T21:06:42Z","2026-03-18T10:19:57Z","2026-03-18T10:19:53Z","","4511","0","0","0","failed","38","701","4.66"
"topoteretes/cognee-integration-langgraph","https://github.com/topoteretes/cognee-integration-langgraph","https://github.com/topoteretes/cognee-integration-langgraph.git","main","","langgraph","13","6","Python","","0","32108","2025-09-05T12:07:11Z","2026-03-31T13:15:21Z","2026-03-09T22:19:40Z","","185","1","8","0","ok","6","144","23.35"
"The-Swarm-Corporation/swarm-models","https://github.com/The-Swarm-Corporation/swarm-models","https://github.com/The-Swarm-Corporation/swarm-models.git","main","A simple to use package to call various model providers such as openai, anthropic, and others with utmost reliability, security, and performance.","swarms","13","11","Python","agents,ai,computer-vision,enterprise-grade,library,llms,ml,production-ready,swarms,tool,usage,vision-models","5","3045","2024-09-12T20:35:47Z","2026-03-03T10:25:37Z","2025-10-06T01:12:02Z","MIT","388","19","340","3","ok","3","43","3.32"
"rileyjmurray/sageopt","https://github.com/rileyjmurray/sageopt","https://github.com/rileyjmurray/sageopt.git","master","Sageopt enables proof-based signomial and polynomial optimization.","sage","13","4","Python","","9","2257","2019-04-20T20:56:03Z","2026-03-03T20:33:05Z","2026-03-03T20:32:59Z","","2508","18","145","0","ok","8","371","4.44"
"gleanwork/langchain-glean","https://github.com/gleanwork/langchain-glean","https://github.com/gleanwork/langchain-glean.git","main","LangChain components for Glean","langchain","12","4","Python","","8","496","2025-02-28T18:21:20Z","2026-04-03T18:14:30Z","2026-04-09T00:17:49Z","MIT","404","21","153","0","ok","4","65","4.83"
"flux0-ai/flux0","https://github.com/flux0-ai/flux0","https://github.com/flux0-ai/flux0.git","develop","A powerful framework for deploying AI agents with multi-agent support, session management, event streaming, and LLM-agnostic integration.","pydantic-ai","12","0","Python","agentic-ai,langchain,langgraph,llm,pydantic-ai","9","585","2025-02-24T11:33:58Z","2025-12-16T09:35:37Z","2025-09-09T06:59:05Z","Apache-2.0","196","19","118","0","ok","4","164","25.1"
"ulab-uiuc/AgentProtocols","https://github.com/ulab-uiuc/AgentProtocols","https://github.com/ulab-uiuc/AgentProtocols.git","main","","agent-protocol","12","0","Python","","0","114860","2025-10-01T01:29:37Z","2026-04-11T03:38:58Z","2025-11-26T08:34:40Z","MIT","56","9","40","0","ok","7","227","121.61"
"pprados/langchain-rag","https://github.com/pprados/langchain-rag","https://github.com/pprados/langchain-rag.git","master","Manage multiple vector for the same document.","langchain","11","3","Python","","0","3253","2023-10-19T05:47:11Z","2026-03-11T02:55:40Z","2026-02-09T09:50:45Z","Apache-2.0","844","7","64","4","ok","3","84","2.99"
"topoteretes/langchain-cognee","https://github.com/topoteretes/langchain-cognee","https://github.com/topoteretes/langchain-cognee.git","main","","langchain","11","3","Python","","1","568","2025-02-14T12:18:21Z","2026-01-08T03:54:41Z","2025-08-12T10:02:32Z","MIT","178","8","1","0","ok","3","16","2.7"
"okahu-demos/lg-travel-agent","https://github.com/okahu-demos/lg-travel-agent","https://github.com/okahu-demos/lg-travel-agent.git","main","A travel agent python app built with LangGraph using GPT model from OpenAI to be run locally or on CI/CD with Github Actions","langgraph","11","9","Python","agentic-ai,genai,langgraph,monocle2ai,observability,okahu,openai,openai-api","1","17670","2025-08-05T01:55:33Z","2026-04-17T09:23:18Z","2026-04-17T09:23:18Z","Apache-2.0","255","4","14","0","ok","9","94","11.06"
"gapilongo/SOC","https://github.com/gapilongo/SOC","https://github.com/gapilongo/SOC.git","main","Intelligent SOC automation framework powered by LangGraph multi-agent workflows for alert triage, correlation, and incident response","langgraph","11","4","Python","ai-agents,alert-triage,cybersecurity,incident-response,langchain,langgraph,multi-agent-system,python,security-automation,security-operations,security-orchestration,soc,threat-detection,threat-intelligence,workflow-automation","5","80063","2025-08-19T15:05:59Z","2026-03-02T06:52:34Z","2025-11-18T16:17:51Z","NOASSERTION","91","8","50","0","ok","2","96","31.65"
"existential-birds/amelia","https://github.com/existential-birds/amelia","https://github.com/existential-birds/amelia.git","main","AI-powered development orchestrator: Issue → Architect → Developer → Reviewer → Done. Supports multiple LLM backends and issue trackers","pydantic-ai","11","4","Python","ai-agents,automation,cli,code-review,developer-tools,langgraph,llm,orchestrator,pydantic-ai,python","27","36635","2025-11-09T00:15:20Z","2026-04-14T02:28:44Z","2026-04-16T03:38:34Z","Apache-2.0","158","235","2491","2","ok","5","701","133.1"
"TensorTemplar/slopometry","https://github.com/TensorTemplar/slopometry","https://github.com/TensorTemplar/slopometry.git","main","Quantify cli agent vibes, run experiments, look at pretty numbers","pydantic-ai","11","0","Python","claude-code,cli,cli-agent,coding-agents,galen-rate,halstead-metrics,minimax-m2,opencode,opencode-plugin,pydantic-ai,python3,slopometry","4","5644","2025-07-03T20:44:00Z","2026-04-15T12:46:12Z","2026-04-15T12:46:16Z","MIT","285","50","805","0","ok","3","157","16.53"
"flatsurf/sage-flatsurf","https://github.com/flatsurf/sage-flatsurf","https://github.com/flatsurf/sage-flatsurf.git","master","Flat surfaces in SageMath","sage","11","9","Python","","84","59087","2013-10-29T22:00:07Z","2025-12-29T16:41:59Z","2026-03-23T10:58:06Z","GPL-2.0","4527","11","24","0","ok","12","2776","18.4"
"juliensimon/sagemaker-inference-container-cpu","https://github.com/juliensimon/sagemaker-inference-container-cpu","https://github.com/juliensimon/sagemaker-inference-container-cpu.git","master","An Amazon SageMaker Container for Hugging Face Inference on Graviton and Intel CPUs","sage","11","1","Python","amd64,arm64,aws,docker,docker-compose,graviton,helm,huggingface,inference,intel,kubernetes-deployment,llamacpp,local-deployment,python,sagemaker","0","121","2025-08-12T09:08:21Z","2025-12-02T21:37:26Z","2025-10-06T07:52:28Z","NOASSERTION","54","5","84","0","ok","2","28","15.56"
