"full_name","clone_slug","matched_frameworks","stars","size_kb","contributors","pushed_at","description","real_ai_app","analyzed_scope","processed","clone_failed","llm_calls","llm_calls_raw","fp_dropped_calls","invokers_direct","invokers_transitive","nd_tests","nd_tests_direct","nd_tests_transitive","eval_calls","total_functions","pct_functions_direct","cg_source","graph_usable","graph_excluded_files","graph_coverage_pct","slice_status","slice_error","frameworks_imported","framework_suspect","framework_evidence","zero_invoker","zero_invoker_reason","imports_matched_fw","py_files","ipynb_files","test_files","http_llm_files","cli_llm_files","in_scope","notes"
"mozilla-ai/surf-spot-finder","mozilla-ai_surf-spot-finder","any_agent","19","1403","5","2026-06-20","","1","0","1","0","0","0","0","0","0","0","0","0","0","41","0.0","pyan","True","0","95.1","absent","","any_agent, litellm, langchain_core","0","","1","imports_fw_no_call_site","any_agent","21","0","2","0","0","",""
"mozilla-ai/mcpd-sdk-python","mozilla-ai_mcpd-sdk-python","any_agent","23","400","6","2026-02-24","Python SDK for mcpd","1","0","1","0","0","0","0","0","0","0","0","0","0","245","0.0","pyan","True","0","112.7","absent","","pydantic_ai, any_agent","0","imported_by=1 as `mcpd` (e.g. mozilla-ai/agent-factory)","1","imports_fw_no_call_site","any_agent","19","0","5","0","0","",""
"i-am-bee/agentstack","i-am-bee_agentstack","beeai_framework","1129","34349","34","2026-06-08","Deploy, and share agents with open infrastructure, free from vendor lock-in.","1","0","1","0","11","11","0","8","0","1","1","0","0","2087","0.38","pyan_resilient","True","2","134.9","ok","","openai, beeai_framework, langchain_core, langchain_openai, langchain, langgraph","0","","0","","","","","","","","",""
"kagenti/adk","kagenti_adk","beeai_framework","16","28116","37","2026-06-26","Kagenti Agent Development Kit","1","0","1","0","6","6","0","5","0","1","1","0","0","1980","0.25","pyan_resilient","True","2","133.8","ok","","openai, beeai_framework","0","","0","","","","","","","","uncovered","real LLM app, but imports only beeai_framework, openai — outside the top-20, not measured"
"packit/ai-workflows","packit_ai-workflows","beeai_framework","22","2060","26","2026-06-29","","1","0","1","0","0","0","0","0","0","0","0","0","0","1774","0.0","pyan_resilient","True","1","127.5","absent","","beeai_framework","0","","1","imports_fw_no_call_site","beeai_framework","170","0","42","0","5","uncovered","real LLM app, but imports only beeai_framework — outside the top-20, not measured"
"SolaceLabs/solace-agent-mesh-core-plugins","SolaceLabs_solace-agent-mesh-core-plugins","solace_agent_mesh","24","2715","27","2026-05-25","","1","0","1","0","0","0","0","0","0","0","0","0","0","1817","0.0","pyan","True","0","93.6","absent","","solace_agent_mesh, litellm","1","owner_matches=solace_agent_mesh","1","plugin","solace_agent_mesh","217","0","52","0","0","uncovered","real LLM app, but imports only litellm, solace_agent_mesh — outside the top-20, not measured"
"marcelo-earth/generative-manim","marcelo-earth_generative-manim","langchain_anthropic","887","1473","7","2026-06-25","🎨 GPT for video generation ⚡️","1","1","1","0","14","14","0","8","6","0","0","0","0","435","1.84","pyan","True","0","91.3","ok","","openai, anthropic, langchain_core, langchain_openai, langchain_community, litellm, langchain, langgraph, langchain_anthropic","0","","0","","","","","","","","",""
"zstar1003/ragflow-plus","zstar1003_ragflow-plus","graphrag","1350","78760","7","2025-12-17","Ragflow-Plus 是 Ragflow 的二次开发版本，使其更为简洁实用","1","1","1","0","18","20","2","20","58","0","0","0","0","1492","1.34","pyan_resilient","True","1","126.9","ok","","graphrag, dashscope, openai, ollama, cohere, zhipuai, replicate, mistralai, groq, vertexai, anthropic","0","","0","","","","","","","","",""
"max2star/ragforge","max2star_ragforge","graphrag","29","265867","234","2025-10-14","RAGForge 是基于 RAGFlow、MinerU等项目，进行功能增强的开源 RAG（Retrieval-Augmented Generation）引擎。在保持原有 RAGFlow 核心功能的基础上，新增了多项企业级功能增强，为开发人员提供更强大的 RAG 解决方案。","1","1","1","0","29","32","3","30","71","0","0","0","0","2016","1.49","pyan_resilient","True","2","127.5","ok","","graphrag, openai, dashscope, zhipuai, ollama, cohere, replicate, anthropic, mistralai, groq, vertexai","0","","0","","","","","","","","",""
"alibaizhanov/mengram","alibaizhanov_mengram","langchain_core, mem0","182","2382","4","2026-06-17","Human-like memory for AI agents — semantic, episodic & procedural. Experience-driven procedures that learn from failures. Free API, Python & JS SDKs, LangChain, CrewAI & OpenClaw integrations.","1","1","1","0","14","15","1","11","13","0","0","0","0","846","1.3","pyan","True","0","143.3","ok","","openai, crewai, langchain_core, anthropic, mem0, cohere, langchain_openai","0","","0","","","","","","","","",""
"logamee/lin-cms-flask","logamee_lin-cms-flask","camel","841","738","12","2026-06-16","🎀A simple and practical CMS implememted by Flask","1","1","1","0","0","0","0","0","0","0","0","0","0","380","0.0","pyan","True","0","139.2","absent","","","0","","1","framework_never_imported","","104","0","3","0","0","0","token collision (EXCLUSIONS §16): matched `camel`, which tokenizes onto camelCase / `camelot`; clone imports no tracked framework, 0 LLM calls"
"4teamwork/opengever.core","4teamwork_opengever.core","patchwork","12","131574","70","2026-06-23","OneGov GEVER core package","1","0","1","0","0","0","0","0","0","0","0","0","0","21495","0.0","pyan_resilient","True","59","124.7","absent","","","0","","1","framework_never_imported","","3924","0","924","0","0","0","token collision (EXCLUSIONS §16): matched `patchwork`, which tokenizes onto email patch workflows; clone imports no tracked framework, 0 LLM calls"
"GoogleCloudPlatform/cloud-learning-platform","GoogleCloudPlatform_cloud-learning-platform","langchain","44","50950","31","2026-06-22","","1","1","1","0","2","2","0","1","14","6","0","6","0","4644","0.02","pyan","True","0","135.3","ok","","langchain, vertexai","0","","0","","","","","","","","",""
"MGdaasLab/WHartTest","MGdaasLab_WHartTest","langchain_deepseek","939","97234","5","2026-06-29","WHartTest 是一款AI驱动的测试自动化平台，实现从需求到可执行测试用例的自动化生成与管理，帮助测试团队提升效率与覆盖率。 (WHartTest is an AI-driven test automation platform that automates the generation and management of executable test cases from requirem","1","1","1","0","16","16","0","13","83","0","0","0","0","3354","0.39","pyan_resilient","True","1","110.7","ok","","langchain_core, langgraph, langchain_openai, langchain, langchain_ollama, langchain_community, langchain_huggingface, langchain_deepseek","0","","0","","","","","","","","",""
"globocom/GloboNetworkAPI","globocom_GloboNetworkAPI","notte","87","8460","70","2026-06-25","API to automate IP Networking management, resource allocation and provisioning.","1","1","1","0","0","0","0","0","0","0","0","0","0","4841","0.0","pyan_resilient","True","13","128.3","absent","","","0","","1","framework_never_imported","","1016","0","143","0","0","0","token collision (EXCLUSIONS §16): matched `notte`, which tokenizes onto `@nottest` / `annotte...`; clone imports no tracked framework, 0 LLM calls"
"dimagi/commcare-hq","dimagi_commcare-hq","notte","522","1001757","243","2026-06-29","CommCareHQ is the server backend for CommCare, the world's largest platform for designing, managing, and deploying robust, offline-first, mobile applications to frontline workers worldwide","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","not_processed","","openai","0","","1","clone_failed","","5365","0","1117","2","0","uncovered","real LLM app, but imports only openai — outside the top-20, not measured"
"jxxghp/MoviePilot","jxxghp_MoviePilot","langchain, langchain_anthropic, langchain_core, langchain_deepseek, langchain_openai","11289","62723","144","2026-06-29","NAS媒体库自动化管理工具","1","1","1","0","18","24","6","15","9782","2727","3","2724","0","13367","0.11","pyan_resilient","True","8","115.8","ok","","langchain_core, langchain, langgraph, openai, langchain_aws, langchain_anthropic, langchain_deepseek, langchain_google_genai, langchain_openai","0","","0","","","","","","","","",""
"ai-bot-pro/achatbot","ai-bot-pro_achatbot","mem0","89","26328","3","2025-12-28","An open source chat bot architecture for voice/vision (and multimodal) assistants,  local(CPU/GPU bound) and remote(I/O bound) to run.","1","1","1","0","17","17","0","14","15","2","2","0","0","5956","0.24","pyan_resilient","True","2","108.3","ok","","livekit, openai, langchain_core, langchain_community, langchain_openai, langchain, groq, together, mem0, litellm","0","","0","","","","","","","","",""
"GoogleCloudPlatform/terraform-genai-rag","GoogleCloudPlatform_terraform-genai-rag","langchain, langchain_core","127","3428","9","2026-06-20","Deploys a Generative AI RAG solution","1","1","1","0","6","6","0","6","11","0","0","0","0","301","1.99","pyan","True","0","111.6","ok","","langchain_core, langchain_google_vertexai, langchain, vertexai, langgraph, langchain_community","0","","0","","","","","","","","",""
"theexperiencecompany/gaia","theexperiencecompany_gaia","langchain_core, langchain_openrouter, langgraph, mem0","225","248666","17","2026-06-29","Your proactive personal AI assistant & companion for daily productivity 🌎","1","1","1","0","192","194","2","140","12017","8861","113","8748","1","19037","0.74","pyan_resilient","True","3","116.2","ok","","langchain_core, langgraph, langchain, langchain_google_genai, opik, langchain_openrouter, livekit, openai, litellm","0","","0","","","","","","","","","reviewed 2026-08-25: personal AI assistant APPLICATION — KEEP (EXCLUSIONS §12)"
"SilvioBaratto/optimizer","SilvioBaratto_optimizer","camel","168","71146","2","2026-06-27","Quantitative portfolio construction and optimization platform built on skfolio and scikit-learn.","1","1","1","0","0","0","0","0","0","0","0","0","0","10700","0.0","pyan_resilient","True","1","105.9","absent","","","0","","1","framework_never_imported","","996","0","416","0","0","0","token collision (EXCLUSIONS §16): matched `camel`, which tokenizes onto camelCase / `camelot`; clone imports no tracked framework, 0 LLM calls"
"aiteachme/AITeachMe","aiteachme_AITeachMe","langgraph","26","40064","6","2026-06-29","","1","1","1","0","1","1","0","1","0","0","0","0","0","5997","0.02","none","False","41","0.0","ok","","langgraph, litellm","0","","0","","","","","","","","",""
"ui-insight/vandalizer","ui-insight_vandalizer","pydantic_ai","10","95097","9","2026-06-29","AI-powered document intelligence platform for research administration","1","1","1","0","29","29","0","27","467","310","2","308","0","6108","0.44","pyan","True","0","106.9","ok","","pydantic_ai, openai","0","","0","","","","","","","","",""
"potpie-ai/potpie","potpie-ai_potpie","clai, pydantic_ai","5477","78328","44","2026-06-29","Spec-driven development for large codebases","1","1","1","0","7","7","0","3","53","38","0","38","0","7771","0.04","pyan","True","0","120.5","ok","","pydantic_ai, openai","0","","0","","","","","","","","",""
"HKUSTDial/DeepEye","HKUSTDial_DeepEye","langchain_openai","207","87722","10","2026-06-22","DeepEye: An Autonomous Data Agent System","1","1","1","0","25","26","1","24","84","26","7","19","0","1769","1.36","pyan_resilient","True","1","116.9","ok","","langchain_core, langgraph, langchain_openai, openai, langchain_community","0","","0","","","","","","","","",""
"Rvosy/Sakura","Rvosy_Sakura","mem0","286","52235","5","2026-06-28","一个通用桌宠 Agent 框架，能导入自定义角色包，并让角色感知屏幕内容与系统事件，根据用户当前场景主动做出自然反应。","1","1","1","0","61","61","0","52","2906","955","0","955","0","6499","0.8","pyan_resilient","True","3","107.3","ok","","mem0","0","","0","","","","","","","","",""
"notadev-iamaura/OneRAG","notadev-iamaura_OneRAG","graphrag","122","6106","4","2026-06-29","Production-ready RAG Framework (Python/FastAPI). 1-line config swaps: 6 Vector DBs (Weaviate, Pinecone, Qdrant, ChromaDB, pgvector, MongoDB), 5 LLMs (Gemini, OpenAI, Claude, Ollama, OpenRouter). OpenA","1","1","1","0","10","10","0","10","3914","2188","0","2188","0","6935","0.14","pyan","True","0","109.2","ok","","langchain_core, openai, langchain, anthropic, langchain_community, langchain_experimental, ragas, langchain_google_genai","0","","0","","","","","","","","",""
"hpcaitech/ColossalAI","hpcaitech_ColossalAI","langchain","41411","66601","199","2026-05-25","Making large AI models cheaper, faster and more accessible","1","1","1","0","15","17","2","16","23","2","0","2","0","10358","0.15","pyan_resilient","True","15","115.3","ok","","langchain, openai, langchain_experimental","0","","0","","","","","","","","",""
"basicmachines-co/basic-memory","basicmachines-co_basic-memory","mem0","3334","47788","28","2026-06-29","AI conversations that actually remember. Never re-explain your project to your AI again. Join our Discord: https://discord.gg/tyvKNccgqN","1","1","1","0","2","2","0","2","0","0","0","0","0","10947","0.02","pyan_resilient","True","6","117.1","ok","","mem0, litellm, openai","0","","0","","","","","","","","",""
"tendenci/tendenci","tendenci_tendenci","haystack","550","248018","92","2026-06-29","Tendenci - The Open Source Association Management System (AMS)","1","1","1","0","0","0","0","0","0","0","0","0","0","6219","0.0","pyan","True","0","139.5","absent","","haystack","0","","1","imports_fw_no_call_site","haystack","1931","0","4","0","0","0","not an LLM app: django-haystack (Django search), not deepset Haystack"
"apache/burr","apache_burr","haystack, langchain_core","2450","56322","53","2026-06-28","Build applications that make decisions (chatbots, agents, simulations, etc...). Monitor, trace, persist, and execute on your own infrastructure.","1","1","1","0","53","53","0","53","161","77","10","67","0","2458","2.16","pyan_resilient","True","3","108.1","ok","","openai, langchain_core, langchain_community, haystack, langchain_experimental, langchain_openai, langgraph","0","","0","","","","","","","","",""
"siddsachar/row-bot","siddsachar_row-bot","langchain_core, langchain_ollama, langchain_openrouter, langchain_xai","1316","77134","6","2026-06-29","Row-Bot - Personal AI Sovereignty. A local-first AI assistant with integrated tools, a personal knowledge graph, voice, vision, shell, browser automation, scheduled tasks, health tracking, and messagi","1","1","1","0","159","162","3","134","0","97","97","0","0","12030","1.11","none","False","8","0.0","ok","","langchain_core, langgraph, langchain_community, langchain_google_genai, langchain_ollama, langchain_openai, langchain_huggingface, ollama, anthropic, langchain_xai, langchain_anthropic, langchain_openrouter, openai","0","","0","","","","","","","","",""
