"rank","score","band","full_name","github_url","imported_by","imported_as","importer_examples","declares_package","stage1_framework","owner_matches","desc_keyword","stars","contributors","total_functions","llm_calls","invokers_direct","nd_tests","nd_tests_direct","frameworks_imported","in_scope","framework_suspect","pypi","description","score_breakdown"
"247","1","weak","crestalnetwork/intentkit","https://github.com/crestalnetwork/intentkit","0","","","intentkit","0","","","6502","19","3931","105","69","119","13","langchain_core, langgraph, openai, langchain, langchain_openai, langchain_community, langchain_anthropic, langchain_openrouter, agents, langchain_google_genai, langchain_ollama, langchain_deepseek, anthropic","","0","","IntentKit is an open-source, self-hosted cloud agent cluster that manages a collaborative team of AI agents for you.","declares_own_package:+1"
"248","1","weak","BerriAI/litellm","https://github.com/BerriAI/litellm","0","","","","0","","sdk","52017","1532","62962","53","50","116","34","litellm, openai, anthropic, vertexai, langchain_openai, opik, mistralai, langgraph, langchain_community, langchain_core","","0","","Python SDK, Proxy Server (AI Gateway) to call 100+ LLM APIs in OpenAI (or native) format, with cost tracking, guardrails, loadbalancing and logging. [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropi","desc:sdk:+1"
"249","1","weak","ob-labs/agentseek-api","https://github.com/ob-labs/agentseek-api","0","","","agentseek_api","0","","","18","3","1963","24","19","110","6","langgraph, langchain_core, langchain_openai, langchain_anthropic","","0","","Run LangGraph and LangChain apps behind a FastAPI runtime with a standalone agentseek-api CLI","declares_own_package:+1"
"250","1","weak","kjgpta/tracesage","https://github.com/kjgpta/tracesage","0","","","tracesage","0","","","20","3","868","237","143","109","23","langchain_core, langchain, langgraph, langchain_openai, langchain_community","","0","","","declares_own_package:+1"
"251","1","weak","indexedlabs/pydantic-ai-gepa","https://github.com/indexedlabs/pydantic-ai-gepa","0","","","pydantic_ai_gepa","0","","","30","2","1812","26","24","103","17","pydantic_ai, openai","","0","","GEPA extension for pydantic-ai","declares_own_package:+1"
"252","1","weak","temporalio/samples-python","https://github.com/temporalio/samples-python","0","","","","0","","sdk","354","48","1307","90","66","103","0","agents, langgraph, openai, langchain_core, langchain, litellm","","0","","Samples for working with the Temporal Python SDK","desc:sdk:+1"
"253","1","weak","weaviate/elysia","https://github.com/weaviate/elysia","0","","","","0","","python package","1922","7","755","21","16","100","0","dspy, deepeval, litellm","","0","","Python package and backend for the Elysia platform app.","desc:python package:+1"
"254","1","weak","yueguobin/gns3-copilot","https://github.com/yueguobin/gns3-copilot","0","","","gns3_copilot","0","","","43","3","1362","13","10","98","0","langchain, langchain_core, langgraph, openai","","0","","GNS3 Copilot is an intelligent network automation assistant that combines the power of AI with GNS3 network simulation platform. It allows you to manage and configure network devices using natural lan","declares_own_package:+1"
"255","1","weak","Corpus-OS/corpusos","https://github.com/Corpus-OS/corpusos","0","","","corpus_sdk","0","","","223","3","5575","55","52","95","46","langchain_core, semantic_kernel, autogen_core, crewai, langchain, autogen_ext","","0","","Open-source protocol suite standardizing LLM, Vector, Graph, and Embedding infrastructure across LangChain, LlamaIndex, AutoGen, CrewAI, Semantic Kernel, and MCP. 3,330+ conformance tests. One protoco","declares_own_package:+1"
"256","1","weak","siddsachar/row-bot","https://github.com/siddsachar/row-bot","0","","","row_bot","0","","","1316","6","11609","144","123","92","92","langchain_core, langgraph, langchain_community, langchain_google_genai, langchain_ollama, langchain_openai, langchain_huggingface, ollama, anthropic, langchain_xai, langchain_anthropic, langchain_openrouter, openai","","0","","Row-Bot - Personal AI Sovereignty. A local-first AI assistant with integrated tools, a personal knowledge graph, voice, vision, shell, browser automation, scheduled tasks, health tracking, and messagi","declares_own_package:+1"
"257","1","weak","vcoderun/acpkit","https://github.com/vcoderun/acpkit","0","","","acpkit","0","","","11","2","2713","38","32","87","30","pydantic_ai, langchain_core, langchain, langgraph, langchain_openai, openai","","0","","ACP Kit provides a common adapter for Agent Frameworks.","declares_own_package:+1"
"258","1","weak","VirtualPatientEngine/AIAgents4Pharma","https://github.com/VirtualPatientEngine/AIAgents4Pharma","0","","","aiagents4pharma","0","","","90","13","1500","84","78","85","58","langchain_core, langgraph, langchain_openai, langchain, langchain_ollama, langchain_community, langchain_experimental, ollama, langchain_nvidia_ai_endpoints, deepeval","","0","","AI Agents for drug discovery, drug development, and other pharmaceutical R&D","declares_own_package:+1"
"259","1","weak","OpenGradient/tee-gateway","https://github.com/OpenGradient/tee-gateway","0","","","tee_gateway","0","","","15","8","781","7","6","84","0","langchain_core, langchain_openai, langchain_google_genai, langchain_anthropic, langchain_xai","","0","","TEE-secured inference node for 3rd-party LLM inference requests","declares_own_package:+1"
"260","1","weak","Insight-Services-APAC/ingenious","https://github.com/Insight-Services-APAC/ingenious","0","","","ingenious","0","","","25","15","2803","23","19","77","0","openai, autogen_agentchat, autogen_core, autogen, autogen_ext, langchain_openai, langchain_core, langchain_experimental","","0","","General-purpose Gen AI Accelerator developed for Insight APAC projects","declares_own_package:+1"
"261","1","weak","basnijholt/agent-cli","https://github.com/basnijholt/agent-cli","0","","","agent_cli","0","","","220","6","2744","6","6","77","0","pydantic_ai, openai","","0","","Local transcription, agentic coding worktree management, RAG and memory proxies, TTS and STT servers with smart memory management, MacOS App (OSS Wisprflow), and more!","declares_own_package:+1"
"262","1","weak","pixell-global/sayou","https://github.com/pixell-global/sayou","0","","","sayou","0","","","28","2","829","12","9","77","0","openai, anthropic, mem0","","0","","The persistent workspace for AI agents","declares_own_package:+1"
"263","1","weak","zjunlp/MemBase","https://github.com/zjunlp/MemBase","0","","","","0","","framework","40","11","3630","21","20","76","0","openai, litellm, langchain_core, langchain, ollama, langgraph, langchain_aws, langchain_community, together, vertexai, anthropic, groq, mem0, cohere","","0","","A Comprehensive Benchmarking Framework for Long-Term Conversational Memory Layers","desc:framework:+1"
"264","1","weak","madviking/pydantic-llm-tester","https://github.com/madviking/pydantic-llm-tester","0","","","pydantic_llm_tester","0","","","19","2","455","4","3","74","0","openai, anthropic, mistralai, pydantic_ai","","0","","This will test with mock data the accuracy of LLM response. Uses Pydantic models and PydanticAI.","declares_own_package:+1"
"265","1","weak","rte-france/BERTrend","https://github.com/rte-france/BERTrend","0","","","bertrend","0","","","69","5","1444","7","6","70","0","agents, openai, langchain_core","","0","","","declares_own_package:+1"
"266","1","weak","neatlogs/neatlogs","https://github.com/neatlogs/neatlogs","0","","","neatlogs","0","","","45","11","1415","165","134","68","68","crewai, openai, langchain_core, langchain_openai, agents, langgraph, anthropic, langchain_community, dspy, litellm, langchain_google_genai, agno, pydantic_ai, langchain_cohere, langchain_aws, langchain","","0","","AI agent debugging, collaboration, and trace observability. Built for teams using CrewAI, OpenAI, and more.","declares_own_package:+1"
"267","1","weak","jupyter-naas/abi","https://github.com/jupyter-naas/abi","0","","","abi","0","","","131","10","8300","80","66","66","14","langchain_openai, langchain_core, langchain_aws, langchain_anthropic, langgraph, langchain_ollama, langchain_perplexity, langchain_mistralai, openai, anthropic, langchain_google_genai, langchain_xai","","0","","AI Operating System - Build your own AI using ontologies as the unifying field connecting data, models, workflows, and systems.","declares_own_package:+1"
"268","1","weak","Genshin-bots/gsuid_core","https://github.com/Genshin-bots/gsuid_core","0","","","gsuid_core","0","","","332","34","4951","11","11","65","2","pydantic_ai, openai, anthropic","","0","","💖一套业务逻辑，多个平台支持！异步核心框架GsCore，为插件编写提供完善平台支持、核心数据库统一、复用游戏查询逻辑、网页控制台，支持Bot列表: NoneBot2 & HoshinoBot & ZeroBot & YunZaiBot & Koishi","declares_own_package:+1"
"269","1","weak","oracle/agent-spec","https://github.com/oracle/agent-spec","0","","","","0","","framework","380","26","2316","113","84","64","54","crewai, langgraph, langchain_core, langchain_openai, agents, autogen_agentchat, autogen_ext, langchain, autogen_core, agent_framework, langchain_ollama, openai, langchain_community, litellm","","0","","Open Agent Spec (Agent Spec) is a framework-agnostic declarative language for defining agentic systems. It defines building blocks for standalone agents and structured agentic workflows as well as com","desc:framework:+1"
"270","1","weak","zenml-io/kitaru","https://github.com/zenml-io/kitaru","0","","","kitaru","0","","","192","12","6936","81","68","58","51","langchain_core, agents, langgraph, pydantic_ai, langchain, openai","","0","","Record, replay, and improve AI agents in production, built on ZenML","declares_own_package:+1"
"271","1","weak","Nantero1/ai-first-devops-toolkit","https://github.com/Nantero1/ai-first-devops-toolkit","0","","","llm_ci_runner","0","","toolkit","14","3","506","4","3","56","0","semantic_kernel, openai","","0","","This toolkit represents a step toward AI-First DevOps AI-First DevOps - where intelligent automation handles the entire development lifecycle.","desc:toolkit:+1"
"272","1","weak","mdhaarishussain/chaos-kitten","https://github.com/mdhaarishussain/chaos-kitten","0","","","chaos_kitten","0","","","17","20","753","11","10","55","0","langchain_core, langchain_openai, langchain_ollama, langchain_anthropic, langgraph","","0","","An agentic AI security testing tool that intelligently finds vulnerabilities in APIs. Built for the CNCF ecosystem.","declares_own_package:+1"
"273","1","weak","ai-christianson/RA.Aid","https://github.com/ai-christianson/RA.Aid","0","","","ra_aid","0","","","2223","24","1475","27","24","51","7","langchain_core, langgraph, litellm, langchain, langchain_anthropic, langchain_openai, openai, langchain_deepseek, langchain_google_genai, anthropic, fireworks, langchain_ollama, langchain_aws, langchain_groq, langchain_fireworks","","0","","Develop software autonomously.","declares_own_package:+1"
"274","1","weak","codemie-ai/codemie","https://github.com/codemie-ai/codemie","0","","","codemie","0","","","18","46","23980","101","99","49","49","langchain_core, langgraph, langchain_community, litellm, langchain_openai, openai, langchain_google_vertexai, langchain_aws, langchain_anthropic","","0","","","declares_own_package:+1"
"275","1","weak","LINs-lab/MASArena","https://github.com/LINs-lab/MASArena","0","","","","0","","framework","38","9","969","34","29","46","0","agentops, langchain_core, langchain_openai, openai, langchain, langchain_community, langgraph","","0","","A comprehensive framework for benchmarking single and multi-agent systems across a wide range of tasks—evaluating performance, accuracy, and efficiency with built-in visualization and tool integration","desc:framework:+1"
"276","1","weak","langasync/langasync","https://github.com/langasync/langasync","0","","","langasync","0","","","23","2","641","3","3","45","1","langchain_core, langchain_anthropic, langchain_aws, langchain_openai, langchain_google_genai, openai, anthropic","","0","","","declares_own_package:+1"
"277","1","weak","maseval/MASEval","https://github.com/maseval/MASEval","0","","","maseval","0","","","36","4","4156","57","46","45","32","smolagents, langchain_core, langgraph, openai, litellm, anthropic, langchain_google_genai, camel, langchain_openai","","0","","Multi-Agent LLM Evaluation Docs: https://maseval.readthedocs.io/","declares_own_package:+1"
"278","1","weak","facebookresearch/prompt-siren","https://github.com/facebookresearch/prompt-siren","0","","","prompt_siren","0","","","52","7","1563","12","12","43","7","pydantic_ai, anthropic, openai","","0","","A research workbench for developing and testing attacks against large language models, with a focus on prompt injection vulnerabilities and defenses.","declares_own_package:+1"
